4,3,82.0960196003232,91.827734375,25.566408064978585,67.46987915039062,1,-1,-1,-1
5,3,71.02699322175786,92.5443712760854,24.813373540242942,65.40407877059297,1,-1,-1,-1
6,3,58.24607385731278,90.48425271497403,25.4359068631403,67.06266030551848,1,-1,-1,-1
7,3,46.20435341326593,90.65855639526866,24.87126137523102,65.43631244446115,1,-1,-1,-1
8,3,34.79238960556068,89.75172878390143,25.24209601532725,66.52699914402012,1,-1,-1,-1
9,3,23.988250232559846,88.61117961212622,25.66664304917243,67.54343209300204,1,-1,-1,-1
10,3,12.825320141127975,88.9784094752105,24.48379288240273,64.78801540198721,1,-1,-1,-1
11,3,3.0471094662347014,88.88910380048412,23.457029181570945,62.4494463622266,1,-1,-1,-1
138,15,543.3114570735286,90.24211883544922,10.219102454505457,26.507833862304686,1,-1,-1,-1
139,15,542.998340895293,84.00238947326118,10.972774356286182,28.473043724898588,1,-1,-1,-1
140,15,543.4580070065407,86.469616639429,11.515946140401295,29.89533181752499,1,-1,-1,-1
141,15,544.6144104437977,90.65395208176594,11.262357215219415,29.25315595141137,1,-1,-1,-1
142,15,546.9024747151069,88.12952878160593,12.401965015777526,32.220857646234734,1,-1,-1,-1
143,15,548.3870094714135,89.44473190866456,12.802216059471087,33.28126286965081,1,-1,-1,-1
144,15,549.4197214620975,90.63499163912088,12.533305520432004,32.63607224839922,1,-1,-1,-1
146,15,551.5515119019717,86.46918143266399,13.568343615522302,35.43605000737961,1,-1,-1,-1
147,15,554.4504587102806,85.80572736785908,13.799750040744794,36.098346743157215,1,-1,-1,-1
148,15,557.542236039975,83.2752052347312,12.818280116370117,33.579631935881686,1,-1,-1,-1
149,15,559.5025327386302,78.73541047382,12.975779135606917,34.055712078944886,1,-1,-1,-1
150,15,560.6648296560672,75.8423549757269,13.439563063463407,35.32742817895768,1,-1,-1,-1
151,15,563.3818918944444,73.40868968948526,13.559851207574017,35.570451309093414,1,-1,-1,-1
152,15,564.898282879213,78.59276188214864,14.373297761075163,37.6865886456284,1,-1,-1,-1
154,15,571.0583686657118,83.17373705402804,15.704371848972071,40.9805135884269,1,-1,-1,-1
155,15,574.0391309310569,88.3370472819356,16.441406859638246,42.981339507927714,1,-1,-1,-1
157,18,581.7190412770825,70.7973846435547,18.870657680209977,48.20132141113281,1,-1,-1,-1
158,18,585.1865543355334,71.35784834414925,18.845623742545794,48.1129173391208,1,-1,-1,-1
159,18,590.5226350869453,63.63185945908591,19.659375328208384,50.211522205169345,1,-1,-1,-1
160,18,594.9758545677121,67.26721751931416,19.93619686980017,50.98216000153038,1,-1,-1,-1
161,18,598.7188979445158,74.35662034763888,21.531955429443112,55.19100716655099,1,-1,-1,-1
162,18,603.4727657095337,86.1230959583027,21.51548601912535,55.33899349829155,1,-1,-1,-1
163,18,606.4089731779167,77.83862104489407,23.058991018916934,59.39430658676469,1,-1,-1,-1
164,18,612.3955347610615,73.51114099457658,23.342470916757794,60.05286197824545,1,-1,-1,-1
165,18,618.206489946218,77.3835728014111,23.882093205613838,61.446843668089414,1,-1,-1,-1
166,18,624.3050691728239,76.4217267208104,25.363945986284865,65.33100543035356,1,-1,-1,-1
167,18,629.6429279498958,75.18875126994286,25.84962592968915,66.63338081155311,1,-1,-1,-1
168,18,638.4585829379655,76.56497591264721,25.573039236794948,66.06337765200941,1,-1,-1,-1
169,18,644.9662831932737,75.42472459289468,26.115346881657103,67.4624700909469,1,-1,-1,-1
170,18,649.9905742223654,74.39752325467734,27.07142436574383,69.93003652914679,1,-1,-1,-1
171,18,654.8513439031389,72.99516476332158,28.185561436716647,72.78240824022221,1,-1,-1,-1
172,18,658.1927062097491,71.45125033580547,28.900172752888146,74.63229131783646,1,-1,-1,-1
172,19,470.7082465853798,81.15751953124999,12.051329094865427,31.759991455078126,1,-1,-1,-1
173,18,660.5078894802793,71.67811687792468,30.049560560916802,77.6800436684485,1,-1,-1,-1
173,19,470.65879128867334,81.95575873630548,11.601054021843254,30.568199387966214,1,-1,-1,-1
174,18,662.6747214943639,70.97398673781049,30.95968728374524,80.06111435611022,1,-1,-1,-1
174,19,465.35366721764245,85.21309901756153,10.854017251701217,28.55286123020041,1,-1,-1,-1
175,18,665.3954730710868,72.46158491378199,30.58529554220243,79.25887697120963,1,-1,-1,-1
175,19,463.6805966164876,90.03614905658426,9.062619890797485,23.814324287380472,1,-1,-1,-1
176,18,668.4506135306597,71.63777124406207,30.365297009538228,78.50725611738746,1,-1,-1,-1
176,19,458.1556674911359,88.72669102426266,9.170382716451808,24.112440488322495,1,-1,-1,-1
177,18,670.6844825826673,69.60952873530658,31.163815420911767,80.51313146325957,1,-1,-1,-1
177,19,455.8488227568388,89.30502847483375,9.129606171774615,23.98392718665829,1,-1,-1,-1
178,18,671.7223919406217,73.37123129035992,31.58439384612787,81.59364070704933,1,-1,-1,-1
178,19,450.6985470280076,92.72199948180017,9.05987177228951,23.744394577386384,1,-1,-1,-1
179,18,671.7164609405487,75.13022049385705,32.02302989783687,82.60461454624603,1,-1,-1,-1
180,18,671.5515004821158,75.58550384602816,33.11024213276694,85.30367745625146,1,-1,-1,-1
181,18,672.0626506769443,76.37324019442875,33.44143402653491,86.30950394718997,1,-1,-1,-1
182,18,674.1306642909676,75.55771058523182,33.54851259338731,86.56135532548222,1,-1,-1,-1
183,18,675.617054725906,75.23680754237145,34.491154439177706,88.84223122993664,1,-1,-1,-1
183,19,431.3296139713883,96.4576139521474,10.577374607246341,27.44059337112033,1,-1,-1,-1
184,18,676.9946250170179,80.8345084208793,34.33757521960707,88.1671184157676,1,-1,-1,-1
185,18,677.5014612311495,82.88981292383896,35.33908219833812,90.67077514790694,1,-1,-1,-1
185,19,422.91665132978096,104.61829779760862,10.274819567383444,26.56871011461913,1,-1,-1,-1
186,18,679.3290076283238,85.97773153013108,36.04711229194273,92.51853897649914,1,-1,-1,-1
186,19,417.3776091031734,108.08180271216321,10.405285065974901,26.685913661615018,1,-1,-1,-1
187,18,682.6231010966244,91.35647435592995,36.041985853353204,92.49547587005814,1,-1,-1,-1
187,19,413.6927754877985,111.60393497169088,10.694741659358813,27.32369913886805,1,-1,-1,-1
188,18,687.2199285969789,95.50859168019105,36.66368619534599,94.10718195178838,1,-1,-1,-1
188,19,407.62143360212707,115.41141336077283,11.114151003446736,28.23074131075022,1,-1,-1,-1
189,18,692.5477048945877,100.12761403311205,37.992809647966034,97.50956743829045,1,-1,-1,-1
189,19,405.02645254402586,121.38389040830515,11.000168686221919,27.791065720658473,1,-1,-1,-1
190,18,697.921097655639,108.6784073301982,38.07760959645347,97.5688532006109,1,-1,-1,-1
191,18,704.5091943052685,110.22516518985813,38.85848569908966,99.7857185742704,1,-1,-1,-1
191,19,394.3402983321818,131.45261890412505,10.060747531746104,25.28621875305997,1,-1,-1,-1
192,18,712.9606128313864,106.53235480791027,39.755237661615936,102.28458809649433,1,-1,-1,-1
193,18,723.3841740856477,95.53806909654936,40.59155924384462,104.37164052037534,1,-1,-1,-1
195,26,372.91653692239464,88.69181518554689,13.869514045835714,32.72838134765625,1,-1,-1,-1
195,18,746.2178660587476,78.75763630723606,43.59205443002862,112.14586957221839,1,-1,-1,-1
196,18,758.865140233524,86.95888485245713,44.999687528889396,116.34504584988414,1,-1,-1,-1
197,18,766.8480737728175,95.02435712786036,47.27824402135787,127.10086846785099,1,-1,-1,-1
198,28,356.11104489029015,134.2509002685547,13.783183656919704,32.66676025390625,1,-1,-1,-1
199,28,351.8026923147024,133.59797019140905,13.12847241704854,31.120928818830667,1,-1,-1,-1
200,28,346.6846449828653,131.0096985745469,15.088148201495343,35.68447172382435,1,-1,-1,-1
201,28,342.29990598837855,132.68396703855487,15.833046845397531,37.5261892115764,1,-1,-1,-1
